Symbol,Year,Month,Day,dayOfWeek,closeDay0,highDay0,openDay0,lowDay0,volumeDay0,closeDay260,highDay260,openDay260,lowDay260,volumeDay260,Sector,Industry,exactDateFounded,IPODATE,markReturn6mo,markReturn3mo
IRM,1996,2,1,3,2.8958,2.9182,2.8733,2.8958,13946377.0,5.0727,5.0727,4.9382,5.0727,125848.0,Consumer Services,Real Estate Investment Trusts,1951,1996-02-01,0.1364805998205721,0.08866531687676167
IRMD,2014,7,16,2,9.9,11.27,7.94,10.0,902726.0,21.87,22.178,21.67,21.95,14952.0,Health Care,Medical/Dental Instruments,"July,1992",2014-07-16,0.06901278713114432,0.05958726915050848
IROQ,2011,7,8,4,11.67,11.7,11.43,11.65,584643.0,13.1,13.33,13.1,13.3,1811.0,Finance,Savings Institutions,"March,2011",2011-07-08,0.06573732679907462,0.018860481661973044
IRT,2013,8,13,1,8.45,8.5,7.9,8.0,879502.0,9.9,9.96,9.77,9.89,181624.0,Consumer Services,Real Estate Investment Trusts,"March,26,2009",2013-08-13,0.1112521752102827,0.034092895882528215
IRTC,2016,10,20,3,26.05,28.0,24.74,26.75,6006352.0,52.36,53.0,51.15,52.2,212400.0,Health Care,Medical/Dental Instruments,"September,2006",2016-10-20,0.019924913748355384,-0.013221222174910036
IRWD,2010,2,3,2,11.65,12.5,11.2,11.31,2592648.0,11.14,11.25,10.84,11.05,68335.0,Health Care,Major Pharmaceuticals,"January,5,1998",2010-02-03,0.10042582100664207,0.05539444831789448
ISBC,2005,10,12,2,3.9216,4.2353,3.9216,4.1961,20866012.0,5.8431,5.8431,5.8118,5.8353,243369.0,Finance,Major Banks,"December,2013",2005-10-12,-0.002433163791234033,-0.030551187614009268
ISCA,1996,11,5,1,20.875,22.25,20.875,20.875,4536000.0,21.25,21.25,20.875,20.88,6300.0,Consumer Services,Services-Misc. Amusement & Recreation,1953,1996-11-05,0.10286977912533071,0.07043000374958122
ISF,2007,7,10,1,24.86,24.95,24.8,24.92,347700.0,18.3,18.83,18.13,18.79,70048.0,Finance,Commercial Banks,"January,21,1991",2007-07-10,0.0826942799723669,0.057622574094973955
ISG,2003,12,12,4,35.2,35.75,31.04,33.5,14974200.0,39.45,39.88,39.33,39.33,461700.0,Finance,Commercial Banks,"January,21,1991",2003-12-12,0.07280843502904841,0.05161830674793103
ISRG,2000,6,13,1,6.0207,6.0833,5.9793,6.0,7690200.0,7.4533,7.8,6.8333,7.04,2090700.0,Health Care,Industrial Specialties,"November,1995",2000-06-13,0.021749289816467562,0.04508463675210848
ISSC,2000,8,4,4,8.125,8.333,7.083,7.09,5502150.0,7.267,7.933,7.193,7.74,114000.0,Technology,EDP Services,"February,12,1988",2000-08-04,0.019791250569163536,0.030498743547893052
ISTR,2014,7,1,1,14.2,14.53,14.1,14.23,795844.0,15.2,15.6,15.2,15.38,3399.0,Finance,Major Banks,"September,24,2009",2014-07-01,0.07000622352171369,0.039623000638345535
ITCI,2013,12,27,4,10.0,10.0,10.0,10.0,2000.0,18.96,19.0,17.87,18.0,18088.0,Health Care,Major Pharmaceuticals,"August,29,2013",2013-12-27,0.14184234768489393,0.08882519257056302
ITRN,2005,9,28,2,13.47,13.79,13.1,13.15,2973519.0,14.6,14.7,14.41,14.41,6555.0,Consumer Non-Durables,Electronic Components,"February,1994",2005-09-28,0.035238617578798176,0.011726398395816183
IVR,2009,6,26,4,19.42,19.8,19.2,19.8,3646743.0,21.47,21.49,20.59,20.81,754266.0,Consumer Services,Real Estate Investment Trusts,"June,5,2008",2009-06-26,0.054376744542203106,0.10493963685525083
IVTY,2015,6,15,0,14.92,15.2,12.54,12.75,1635962.0,7.52,7.83,7.29,7.68,46691.0,Health Care,Medical/Dental Instruments,"November,29,2004",2015-06-15,0.05251232755972449,0.00620806672114459
IVZ,1998,7,31,4,23.0,23.5,23.0,23.5,36250.0,18.5,18.55,18.4,18.55,9250.0,Finance,Investment Managers,"December,1935",1998-07-31,0.14150022359298567,0.02806381935855633
IX,1998,9,16,2,28.854,28.854,26.354,28.854,9600.0,51.667,52.083,50.833,51.23,1200.0,Finance,Diversified Financial Services,"April,17,1964",1998-09-16,-0.038535273905204843,-0.04589037567272014
IZEA,2011,6,7,1,2400.0,2400.0,2000.0,2000.0,48.0,79.2,85.92,72.8,80.4,142.0,Consumer Services,Advertising,"February,2006",2011-06-07,0.05100718606358529,-0.01828823158633265
JAG,2017,1,27,4,14.33,14.52,13.83,14.1,15783498.0,13.87,13.92,13.55,13.83,1630750.0,Energy,Oil & Gas Production,"September,2016",2017-01-27,0.060048486012211424,0.07671674679395467
JAGX,2015,5,13,2,6.78,7.01,6.57,7.0,422625.0,1.67,1.67,1.62,1.62,5492.0,Health Care,Major Pharmaceuticals,"June,6,2013",2015-05-13,0.02931853227345479,0.0010158021559687662
JAKK,1996,5,2,3,5.0,5.167,4.333,5.0,833100.0,3.667,3.667,3.667,3.667,0.0,Consumer Non-Durables,Recreational Products/Toys,"January,1995",1996-05-02,0.1099844834988137,0.029472806748347003
JASN,2013,10,18,4,9.9,10.0,9.9,10.0,500.0,8.93,9.02,8.85,8.94,12749.0,Consumer Durables,Miscellaneous manufacturing industries,"May,2013",2013-10-18,0.12424675558832703,0.025915003476688413
JASO,2007,2,7,2,29.6667,32.5,27.5,31.7668,6408360.0,77.4167,87.5,77.25,84.7333,2408254.0,Technology,Semiconductors,"May,18,2005",2007-02-07,0.13500080565620412,0.04712044472986721
JAX,2015,9,25,4,11.6,12.0,11.6,12.0,893.0,10.12,10.16,9.92,9.93,17560.0,Consumer Services,Restaurants,"August,15,2014",2015-09-25,-0.062497297757028766,-0.08089675814667227
JAZZ,2007,6,1,4,17.7,18.0,16.9,17.5,1384750.0,7.65,8.0,7.65,7.95,14644.0,Health Care,Major Pharmaceuticals,"January,18,2012",2007-06-01,0.09587533412434775,0.0908300114599954
JBLU,2002,4,12,4,13.333,13.701,9.481,11.1,47738362.0,12.907,13.111,12.818,12.84,1350121.0,Transportation,Air Freight/Delivery Services,"August,1998",2002-04-12,0.011029099732443887,-0.03049875855886672
JBT,2008,7,18,4,14.0,14.5,14.0,14.5,52.0,12.85,13.4999,12.67,13.46,199642.0,Technology,Industrial Machinery/Components,"July,31,2008",2008-07-18,-0.048951469589596716,-0.09351018382323567
JCAP,2015,3,27,4,20.31,20.4395,20.01,20.05,366601.0,15.07,15.07,15.07,15.07,0.0,Consumer Services,Real Estate Investment Trusts,"October,1,2014",2015-03-27,0.03961464838776216,-0.016464488101389996
JCOM,1999,7,23,4,9.5,10.313,9.375,9.5,13917700.0,2.469,2.813,2.313,2.81,131900.0,Technology,Telecommunications Equipment,"December,1995",1999-07-23,0.10291089988845323,0.0030364411624861734
JCTCF,1996,2,21,2,0.684,0.684,0.684,0.684,9000.0,1.3333,1.3333,1.3333,1.3333,450.0,Consumer Services,RETAIL: Building Materials,"July,8,1987",1996-02-21,0.14789206649027556,0.06732312881037573
JD,2014,5,22,3,20.9,22.8,20.24,21.75,84449677.0,33.86,34.09,33.47,33.82,10710227.0,Consumer Services,Other Specialty Stores,"June,18,1998",2014-05-22,0.04613910939996053,0.021876935211313762
JE,2009,9,29,1,12.5818,12.5818,12.5818,12.5818,100.0,13.8,13.8,13.79,13.79,265.0,Public Utilities,Oil/Gas Transmission,"July,1997",2009-09-29,0.34976437840446933,0.14640380796506733
JELD,2017,1,27,4,26.12,27.04,24.95,25.25,16024977.0,40.96,41.0,40.5,40.89,254988.0,Basic Industries,Forest Products,"October,25,1960",2017-01-27,0.060048486012211424,0.07671674679395467
JHX,2000,1,3,0,3.075,3.075,3.0,3.075,4835.0,2.325,2.325,2.325,2.325,0.0,Capital Goods,Building Materials,1888,2000-01-03,0.058445959404225256,0.12620728767077657
JILL,2017,3,9,3,12.65,12.97,12.25,12.75,9893657.0,7.87,8.44,7.8,8.43,391186.0,Consumer Non-Durables,Apparel,"February,17,2011",2017-03-09,0.110522046328901,0.04578383550143247
JKS,2010,5,14,4,11.01,11.4,10.8,11.0,1560580.0,28.5,28.99,27.588,28.95,715624.0,Technology,Semiconductors,"August,3,2007",2010-05-14,0.04339663793306458,0.05714828844347446
JLL,1997,7,17,3,28.813,29.188,27.125,28.813,2733000.0,40.438,40.625,39.938,40.625,7100.0,Finance,Real Estate,"April,1997",1997-07-17,0.20668158712327006,0.22949184510016954
JMBA,2005,7,28,3,35.05,35.05,35.05,35.05,400.0,48.25,49.5,48.0,48.0,28480.0,Consumer Services,Restaurants,"January,6,2005",2005-07-28,0.05585819434603603,0.08184782522809302
JMEI,2014,5,16,4,24.18,28.28,23.33,27.25,15923731.0,25.35,26.98,24.95,26.69,2384191.0,Consumer Services,Other Specialty Stores,"March,2010",2014-05-16,0.0442749744586717,0.016346490395640283
JMP,2007,5,11,4,12.3,12.99,11.1,11.5,5172200.0,7.0,7.26,6.7425,7.1,199850.0,Finance,Investment Bankers/Brokers/Service,"August,2014",2007-05-11,0.07732474491827077,0.040533829914018424
JMU,2015,4,8,2,10.285,11.63,9.64,11.63,658217.0,4.12,4.3,4.1,4.13,4201.0,Technology,EDP Services,"July,13,2011",2015-04-08,0.05456884979720254,0.006881291418660337
JNCE,2017,1,27,4,17.25,18.5,16.77,18.0,4288260.0,25.04,25.065,23.5015,24.05,404802.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2013,2017-01-27,0.060048486012211424,0.07671674679395467
JNPR,1999,6,25,4,16.4791,17.6666,15.6667,17.5,272603088.0,123.5,131.125,120.0,130.5,3604400.0,Technology,Computer Communications Equipment,"February,6,1996",1999-06-25,0.07367668425038056,0.019992433474475466
JOBS,2004,9,29,2,10.575,11.45,9.305,9.49,0.0,6.655,6.865,6.655,6.67,56128.0,Technology,Diversified Commercial Services,1998,2004-09-29,-0.011055896757399507,-0.02300641938169805
JONE,2013,7,24,2,12.7181,13.2423,12.6446,12.9113,8205209.0,16.9851,17.0219,16.746,16.9759,33569.0,Energy,Oil & Gas Production,1988,2013-07-24,0.13216981004959755,0.07195382082179477
JP,2015,7,16,3,11.08,11.55,10.41,10.41,2562437.0,8.12,8.28,7.94,8.09,8500.0,Consumer Services,Other Consumer Services,"July,2010",2015-07-16,0.04356689370407183,0.0011448568024338558
JRJC,2004,10,15,4,11.7,15.99,11.58,15.5,9516514.0,5.82,5.84,5.73,5.73,9397.0,Finance,Investment Bankers/Brokers/Service,"November,2,1998",2004-10-15,-0.022633790024652184,-0.0030721363017267586
JRVR,2014,12,12,4,21.25,21.5,20.91,21.32,3419256.0,31.32,32.7289,31.085,31.31,198428.0,Finance,Property-Casualty Insurers,"May,30,2007",2014-12-12,0.05451501287578675,0.02507625936150675
JSYN,2016,4,26,1,9.75,9.75,9.75,9.75,5000.0,10.26,10.26,10.26,10.26,201.0,Public Utilities,Natural Gas Distribution,"October,8,2014",2016-04-26,0.008019635169368306,0.0967415063364818
JSYNU,2016,3,3,3,9.95,10.0,9.94,9.95,656410.0,10.75,10.75,10.75,10.75,200.0,Public Utilities,Natural Gas Distribution,"October,8,2014",2016-03-03,0.018102302870988785,-0.030820426422388678
JTPY,2011,8,10,2,5.75,5.75,5.75,5.75,349100.0,5.97,5.97,5.97,5.97,2500.0,Finance,Business Services,"November,12,2010",2011-08-10,-0.1129762884186452,-0.13604143964820553
JVA,2005,5,3,1,5.2,5.3,5.0,5.0,130700.0,6.2,6.3,6.15,6.3,7200.0,Consumer Non-Durables,Food Distributors,1971,2005-05-03,0.01658509781108444,-0.023304658520849127
JXSB,2004,8,23,0,15.25,15.26,15.25,15.26,1000.0,13.44,13.44,13.44,13.44,0.0,Finance,Savings Institutions,"May,3,2002",2004-08-23,-0.0373710681192555,0.0026838729923189123
JYNT,2014,11,11,1,6.58,7.2,6.5,6.62,623899.0,6.1,6.45,6.02,6.02,2746.0,Miscellaneous,Multi-Sector Companies,"March,10,2010",2014-11-11,0.07466321331227699,0.05232015959414263
KAACU,2017,3,30,3,10.0,10.1099,10.0,10.09,6616134.0,10.0539,10.0539,10.0539,10.0539,0.0,Finance,Business Services,"December,12,2016",2017-03-30,0.08894642343620267,0.05462665786137954
KALU,2006,6,15,3,34.95,35.05,34.95,35.05,104484.0,75.11,76.0,73.18,73.8,97608.0,Capital Goods,Metal Fabrications,1946,2006-06-15,-0.03218083011735055,-0.05600833400472535
KANG,2014,4,9,2,15.2,17.25,15.15,16.5,8710682.0,16.85,16.98,16.3,16.3,543140.0,Health Care,Medical/Nursing Services,"May,25,2011",2014-04-09,0.11806322967944605,0.0075239270443056665
KAR,2009,12,11,4,12.03,12.09,11.09,11.4,11558369.0,13.02,13.04,12.55,12.65,210218.0,Consumer Durables,Automotive Aftermarket,"November,9,2006",2009-12-11,0.16664369238369575,0.0571768302762196
KB,2001,11,2,4,25.7547,25.7547,24.5283,24.5283,4345.0,32.0,32.05,31.3,31.3,477500.0,Finance,Commercial Banks,"September,29,2008",2001-11-02,-0.14464709716186994,-0.11193940152698137
KBR,2006,11,16,3,20.75,21.5,20.5,21.0,22338000.0,36.26,36.92,35.75,36.33,1330300.0,Basic Industries,Military/Government/Technical,"March,21,2006",2006-11-16,0.08086960078959111,0.07807437560090247
KBSF,2013,3,7,3,135.0,149.7,105.0,135.0,273.0,152.85,152.85,152.85,152.85,0.0,Consumer Non-Durables,Apparel,"January,26,2012",2013-03-07,0.07200672765371463,0.08701264346750735
KDMN,2016,7,27,2,9.7,11.73,9.7,11.55,6795604.0,2.74,2.889,2.7142,2.72,246749.0,Health Care,Major Pharmaceuticals,"September,2010",2016-07-27,0.15201146493065923,0.03533400126361409
KE,2014,11,3,0,7.22,9.29,5.19,5.33,142453.0,11.78,11.86,11.37,11.37,47385.0,Technology,Electrical Products,"July,1998",2014-11-03,0.0707766983059608,0.04077383534310749
KEN,2015,1,6,1,13.9096,15.6453,12.7837,15.6375,188551.0,9.8,9.9099,9.8,9.9099,301.0,Public Utilities,Electric Utilities: Central,"March,2014",2015-01-06,0.021707547397494795,0.028379195697263975
KERX,2000,7,28,4,10.0625,10.5,9.5,9.5,1843300.0,8.8,9.1,8.6,8.99,11600.0,Health Care,Major Pharmaceuticals,"October,1998",2000-07-28,0.06577164354888085,-0.0019347290332986029
KEYS,2014,10,20,0,28.25,33.0,27.32,27.9,1333559.0,32.03,32.62,31.965,32.36,533605.0,Capital Goods,Industrial Machinery/Components,1937,2014-10-20,0.00794384018335621,-0.04401533970514678
KEYW,2010,10,1,4,11.38,12.66,10.25,10.3,2641924.0,7.11,7.32,6.85,6.85,441542.0,Technology,EDP Services,"August,2008",2010-10-01,-0.03132164092925133,0.11079743091163902
KFFB,2005,3,3,3,10.79,10.9,10.2,10.5,199440.0,10.97,11.09,10.97,10.98,2650.0,Finance,Savings Institutions,"March,2,2005",2005-03-03,0.08660861394626705,0.015875073592971557
KFS,1998,5,6,2,48.28,48.412,48.28,48.28,50.0,29.84,29.84,29.84,29.84,0.0,Finance,Property-Casualty Insurers,"September,19,1989",1998-05-06,0.18919433830508844,0.10177189794277781
KFY,1999,2,11,3,13.0,14.313,12.75,13.0,7954500.0,34.0,35.5,32.375,35.5,493300.0,Technology,Diversified Commercial Services,"November,14,1969",1999-02-11,0.14459584948597046,0.09151010357633127
KGJI,1999,1,19,1,4.5,4.5,1.5,4.5,766.0,12.0,12.1866,12.0,12.0,1599.0,Miscellaneous,Business Services,2002,1999-01-19,0.04996202634867286,0.1702482069892575
KHC,2015,7,6,0,72.96,74.29,71.0,71.0,3809713.0,88.24,88.24,88.24,88.24,0.0,Consumer Non-Durables,Packaged Foods,"July,2,2015",2015-07-06,0.03703668936430065,-0.0018456458528411611
KIN,2013,12,12,3,11.95,12.72,8.75,8.75,1132825.0,6.68,6.763,6.47,6.47,168954.0,Health Care,Major Pharmaceuticals,"September,25,2012",2013-12-12,0.10523897323222428,0.05869000260105143
KIRK,2002,7,11,3,14.85,15.1,14.447,15.0,4192199.0,17.37,17.99,16.81,17.7,138200.0,Consumer Services,Other Specialty Stores,1966,2002-07-11,-0.19651711738878638,-0.1660067414129715
KKR,2010,7,15,3,10.2,11.08,10.2,10.5,8791400.0,15.71,15.96,15.29,15.3,4142013.0,Finance,Investment Managers,"June,25,2007",2010-07-15,-0.03596734619493469,-0.09614828771425672
KLXI,2014,12,3,2,47.04,50.0,45.0,47.0,2961299.0,33.07,34.18,33.0,33.98,589515.0,Capital Goods,Aerospace,"July,31,2014",2014-12-03,0.07395650195192983,0.03290319439449837
KMDA,2013,5,31,4,10.1,10.25,9.6,9.71,3179719.0,8.01,8.095,7.81,7.81,136543.0,Health Care,Major Pharmaceuticals,"December,13,1990",2013-05-31,0.16822012133591038,0.09225049219233737
KMG,1997,1,28,1,4.545,4.545,4.545,4.545,110.0,4.545,4.545,4.545,4.545,1100.0,Basic Industries,Major Chemicals,1992,1997-01-28,0.2125660587013677,0.09718040446404155
KMI,2011,2,11,4,31.05,32.14,30.75,31.7,50613513.0,32.35,32.5,32.15,32.5,1370008.0,Public Utilities,Natural Gas Distribution,"August,23,2006",2011-02-11,0.21331475916135215,0.08926772299855552
KMPH,2015,4,16,3,11.2,12.33,11.08,11.8,2805801.0,18.03,18.26,17.81,18.26,43236.0,Health Care,Major Pharmaceuticals,"October,30,2006",2015-04-16,0.13091856802184573,0.04318558644035585
KMX,1997,2,4,1,10.5625,11.0,10.3125,10.5625,26677600.0,4.0,4.125,3.9065,3.97,490400.0,Consumer Durables,Automotive Aftermarket,"September,1993",1997-02-04,0.19159990267359192,0.11319740524795441
KN,2014,2,14,4,28.69,32.5,28.0,32.5,479450.0,18.59,19.46,18.345,19.3,10198361.0,Consumer Non-Durables,Consumer Electronics/Appliances,1946,2014-02-14,0.08570119684515831,0.021897421588288415
KNDI,2006,12,27,2,0.25,0.25,0.25,0.25,200.0,4.35,4.35,4.32,4.35,8300.0,Capital Goods,Auto Manufacturing,"March,31,2004",2006-12-27,0.14339903183028838,0.06008578595340634
KNL,2004,12,14,1,17.1,17.14,15.8,16.3,5935200.0,17.72,17.72,17.23,17.3,35100.0,Consumer Durables,Office Equipment/Supplies/Services,1938,2004-12-14,0.06521875436627883,0.06234886991943011
KNOP,2013,4,10,2,21.79,23.0,21.76,23.0,5488863.0,27.385,27.54,27.3,27.47,2204.0,Consumer Services,Marine Transportation,"February,21,2013",2013-04-10,0.09496978918382226,0.06554492198626373
KNSL,2016,7,28,3,18.35,18.79,18.0,18.0,4916459.0,38.36,39.32,37.67,39.32,70567.0,Finance,Property-Casualty Insurers,"June,3,2009",2016-07-28,0.14430435568897138,0.04372751695438928
KODK,2013,9,23,0,19.4,19.5,19.25,19.4,87285.0,24.58,24.9,24.46,24.77,36772.0,Miscellaneous,Industrial Machinery/Components,1880,2013-09-23,0.10196630689636835,0.08697536144287082
KONA,2005,8,16,1,12.7,13.89,12.5,13.0,2496529.0,12.93,13.02,12.15,12.15,14600.0,Consumer Services,Restaurants,1998,2005-08-16,0.01944084303696229,0.05848901263460104
KONE,2010,5,14,4,39.4,41.5,38.0,40.0,105153.0,18.8,19.8,17.6,19.8,9403.0,Technology,EDP Services,"December,28,2001",2010-05-14,0.04339663793306458,0.05714828844347446
KORS,2011,12,15,3,24.2,25.23,23.51,25.0,42261341.0,49.31,50.7,49.11,49.67,2014431.0,Consumer Non-Durables,Apparel,"December,13,2002",2011-12-15,-0.04235755385155447,0.0022412857145597456
KOS,2011,5,11,2,18.24,19.7,18.2,19.5,17542159.0,11.11,11.12,10.6,11.1,701920.0,Energy,Oil & Gas Production,"April,23,2003",2011-05-11,0.11834796586368812,0.021073625438161374
KPTI,2013,11,6,2,16.05,19.09,15.61,17.86,5951101.0,37.71,41.565,37.3,41.46,304243.0,Health Care,Major Pharmaceuticals,"December,22,2008",2013-11-06,0.08993506689528594,0.038648011791564886
KRA,2009,12,17,3,13.51,13.84,13.21,13.5,3626323.0,30.0,30.03,28.91,29.1,209861.0,Basic Industries,Major Chemicals,"February,28,2001",2009-12-17,0.21792889827695366,0.04100466815924946
KRC,1997,1,29,2,25.25,25.75,24.875,25.25,4022999.0,28.5,28.625,28.438,28.56,35700.0,Consumer Services,Real Estate Investment Trusts,"September,13,1996",1997-01-29,0.2125660587013677,0.09054885179080542
KRG,2004,8,11,2,52.0,52.4,52.0,52.0,879000.0,60.68,62.8,60.0,61.0,7050.0,Consumer Services,Real Estate Investment Trusts,"August,2004",2004-08-11,-0.06799334062251894,-0.014980065581106865
KRNT,2015,4,2,3,14.0,14.67,11.76,12.02,3064280.0,9.95,11.055,9.84,10.28,16906.0,Capital Goods,Industrial Machinery/Components,2002,2015-04-02,0.05832989661623186,0.0007239288065897805
KRNY,2005,2,24,3,8.2512,8.4975,7.9687,8.3164,5993263.0,9.49,9.6711,9.49,9.5335,36630.0,Finance,Savings Institutions,"September,2,2014",2005-02-24,0.08630813315118016,0.007649640356583808
KRO,2003,12,5,4,8.0,8.0,8.0,8.0,2000.0,22.15,23.0,22.15,22.95,20600.0,Basic Industries,Major Chemicals,1916,2003-12-05,0.08037242700765249,0.04731782704114517
KRP,2017,2,3,4,20.64,20.83,18.06,18.06,1637333.0,19.7087,20.239,19.3,20.0,76192.0,Energy,Oil & Gas Production,"October,30,2015",2017-02-03,0.05409954592658552,0.09201602636820788
KS,2005,9,14,2,2.75,2.75,2.75,2.75,200.0,2.835,2.85,2.825,2.835,33000.0,Basic Industries,Paper,"April,15,2005",2005-09-14,0.020193395925352034,0.02266773780217068
KT,1999,5,26,2,30.313,30.375,30.063,30.313,10920500.0,32.688,32.75,30.688,32.38,767100.0,Public Utilities,Telecommunications Equipment,"December,10,1981",1999-05-26,0.07721861544435785,0.037203386814733924
KTOS,1999,11,5,4,620.0,690.0,370.0,620.0,1411620.0,525.0,540.0,515.63,520.0,18120.0,Capital Goods,Military/Government/Technical,"December,19,1994",1999-11-05,0.01137819461593576,0.03724570503828688
KTOV,2015,11,20,4,3.19,3.4078,3.05,3.26,532852.0,3.67,3.82,3.6,3.82,91965.0,Health Care,Major Pharmaceuticals,"June,2010",2015-11-20,-0.020984596924805587,0.022355621915606805
KTWO,2014,5,8,3,15.0,15.23,14.51,15.0,5433455.0,22.01,23.3299,21.32,21.6,321859.0,Health Care,Medical/Dental Instruments,"June,29,2010",2014-05-08,0.06077000382699923,0.043542757470367004
KURA,2015,11,4,2,12.0,14.0,10.0,13.0,24995.0,4.2,4.2,4.0,4.15,18255.0,Health Care,Major Pharmaceuticals,"August,22,2014",2015-11-04,-0.002222735124583894,0.007867870256474074
KVHI,1996,4,2,1,7.563,7.75,6.5,7.563,301900.0,6.75,7.0,6.75,7.0,5800.0,Technology,Radio And Television Broadcasting And Communications Equipment,1982,1996-04-02,0.12378809975972888,0.053163212730726724
KW,2007,12,3,0,9.05,9.18,9.05,9.18,112700.0,8.9,8.94,8.9,8.94,7000.0,Finance,Real Estate,1977,2007-12-03,-0.03770841424469245,-0.0055592304739918086
LAC,2008,9,16,1,2.456,2.456,2.456,2.456,0.0,5.006,5.5625,4.8905,5.5575,40415.0,Basic Industries,Precious Metals,"November,27,2007",2008-09-16,-0.06572146797633599,-0.1231050198312426
LAD,1996,12,18,2,11.125,11.5,10.938,11.125,804200.0,15.0,15.0,14.75,14.75,4700.0,Consumer Durables,Automotive Aftermarket,1946,1996-12-18,0.09663773782539646,0.06540274588802855
LADR,2014,2,6,3,16.99,16.99,16.5,16.5,7249567.0,19.25,19.4585,19.11,19.36,82365.0,Consumer Services,Real Estate Investment Trusts,"May,21,2013",2014-02-06,0.03197300511224317,-0.010646756372478652
LAMR,1996,8,2,4,13.5,13.5,12.333,13.5,5576850.0,18.417,18.833,18.333,18.68,60450.0,Consumer Services,Real Estate Investment Trusts,1902,1996-08-02,0.02230119539014877,0.010320517575996065
LAND,2013,1,29,1,15.0,15.49,14.91,15.16,890155.0,13.97,14.23,13.8301,14.1,18600.0,Consumer Services,Real Estate Investment Trusts,"June,14,1997",2013-01-29,0.0829278862582829,0.062330059908812054
LANDP,2016,8,15,0,24.5,25.54,24.5,25.25,27728.0,26.165,26.305,26.1,26.2,1754.0,Consumer Services,Real Estate Investment Trusts,"June,14,1997",2016-08-15,0.1521803877763282,0.05680186470493521
LAUR,2017,2,1,2,13.25,13.32,12.12,12.5,10698096.0,14.4,15.4,13.65,15.17,1865500.0,Consumer Services,Other Consumer Services,1989,2017-02-01,0.04976415807847287,0.07915355672311047
